"","Admitted","Disposition_binary","Place","F_Aid","Species_e","Sex_e","Age_e","Brought_in_after","season","r","Green_Orange","ID"
"2722","4/28/2012","Released","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","4445_ANHU"
"2723","11/25/1998","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Fall","found on the ground","Non-selasphorus spp.","1517_ANHU"
"2724","1/12/2009","Died","Lindsey","No","ANHU","Male","adult-like",0,"Winter","caught by domestic animal","Non-selasphorus spp.","3601_ANHU"
"2725","4/13/1999","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Spring","window hit","Non-selasphorus spp.","1591_ANHU"
"2726","7/9/2015","Released","Lindsey","No","Selasphorus","unknown","Nestling",0,"Summer","nest-related","Selasphorus spp.","5415_ALHU"
"2727","4/6/2001","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","2014_ANHU"
"2728","6/5/2013","Died","malibu","Yes","Selasphorus","Female-like ","adult-like",0,"Summer","window hit","Selasphorus spp.","5838_ALHU"
"2729","6/17/2005","Died","Lindsey","No","Selasphorus","unknown","Nestling",0,"Summer","unknown","Selasphorus spp.","2920_ALHU"
"2730","4/26/1996","Released","Lindsey","Yes","Non-selasphorus","unknown","Nestling",0,"Spring","found on the ground","Non-selasphorus spp.","1037_ANHU"
"2731","4/1/2011","Died","Lindsey","No","Selasphorus","Female-like ","adult-like",1,"Spring","found on the ground","Selasphorus spp.","4143_RUHU"
"2732","2/22/2013","Died","Lindsey","Yes","Non-selasphorus","unknown","Nestling",0,"Winter","nest-related","Non-selasphorus spp.","4614_ANHU"
"2733","1/22/2004","Released","Lindsey","No","ANHU","Female-like ","adult-like",0,"Winter","found on the ground","Non-selasphorus spp.","2592_ANHU"
"2734","4/2/2016","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Spring","window hit","Non-selasphorus spp.","5561_ANHU"
"2735","1/31/2015","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",3,"Winter","window hit","Non-selasphorus spp.","5161_ANHU"
"2736","5/28/1994","Released","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","window hit","Non-selasphorus spp.","653_ANHU"
"2737","6/20/2008","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Summer","nest-related","Non-selasphorus spp.","3533_ANHU"
"2738","3/29/2007","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",1,"Spring","window hit","Non-selasphorus spp.","3236_ANHU"
"2739","6/22/2003","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",1,"Summer","caught by domestic animal","Non-selasphorus spp.","2522_ANHU"
"2740","6/13/2003","Released","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Summer","window hit","Non-selasphorus spp.","2511_ANHU"
"2741","9/17/2013","Died","malibu","No","Selasphorus","Male","adult-like",0,"Fall","unknown","Selasphorus spp.","5893_ALHU"
"2742","12/30/2015","Died","malibu","No","Selasphorus","Female-like ","adult-like",0,"Winter","window hit","Selasphorus spp.","6557_ALHU"
"2743","2/24/2009","Died","Lindsey","Yes","ANHU","Male","adult-like",0,"Winter","window hit","Non-selasphorus spp.","3624_ANHU"
"2744","4/7/1996","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",1,"Spring","nest-related","Non-selasphorus spp.","1013_ANHU"
"2745","3/25/2000","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",6,"Spring","found on the ground","Non-selasphorus spp.","1771_ANHU"
"2746","5/22/1992","Released","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","285_ANHU"
"2747","6/30/1993","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",13,"Summer","unknown","Non-selasphorus spp.","512_ANHU"
"2748","6/23/2015","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Summer","found on the ground","Non-selasphorus spp.","5394_ANHU"
"2749","5/12/2014","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","5001_ANHU"
"2750","1/3/1997","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Winter","window hit","Non-selasphorus spp.","1143_ANHU"
"2751","7/24/1993","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Summer","found on the ground","Non-selasphorus spp.","529_ANHU"
"2752","2/11/2016","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Winter","found on the ground","Non-selasphorus spp.","5487_ANHU"
"2753","4/3/2001","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Spring","window hit","Non-selasphorus spp.","2010_ANHU"
"2754","1/9/1992","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Winter","found on the ground","Non-selasphorus spp.","193_ANHU"
"2755","4/18/2000","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","1798_ANHU"
"2756","9/12/1997","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Fall","found on the ground","Non-selasphorus spp.","1307_ANHU"
"2757","2/7/2013","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Winter","found inside","Non-selasphorus spp.","4604_ANHU"
"2758","3/7/2011","Released","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","4116_ANHU"
"2759","9/6/2000","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Fall","window hit","Non-selasphorus spp.","1907_ANHU"
"2760","7/18/2010","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Summer","nest-related","Non-selasphorus spp.","4024_ANHU"
"2761","6/4/2012","Released","Lindsey","Yes","Non-selasphorus","unknown","Nestling",1,"Summer","nest-related","Non-selasphorus spp.","4486_ANHU"
"2762","4/4/2012","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","4414_ANHU"
"2763","7/10/2007","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Summer","found on the ground","Non-selasphorus spp.","3345_ANHU"
"2764","4/29/2003","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","caught by domestic animal","Non-selasphorus spp.","2466_ANHU"
"2765","3/7/1997","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","window hit","Non-selasphorus spp.","1167_ANHU"
"2766","6/5/1991","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",1,"Summer","nest-related","Non-selasphorus spp.","119_ANHU"
"2767","1/10/2006","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Winter","window hit","Non-selasphorus spp.","2988_ANHU"
"2768","7/18/2016","Died","malibu","Yes","Selasphorus","unknown","Nestling",1,"Summer","caught by domestic animal","Selasphorus spp.","6766_ALHU"
"2769","5/7/2014","Died","malibu","No","Selasphorus","Female-like ","adult-like",0,"Spring","unknown","Selasphorus spp.","6280_ALHU"
"2770","9/6/2000","Died","Lindsey","No","Selasphorus","Female-like ","adult-like",0,"Fall","found on the ground","Selasphorus spp.","1906_ALHU"
"2771","7/3/2008","Died","Lindsey","No","ANHU","Female-like ","adult-like",3,"Summer","window hit","Non-selasphorus spp.","3548_ANHU"
"2772","11/26/2010","Died","Lindsey","Yes","ANHU","Male","adult-like",2,"Fall","found on the ground","Non-selasphorus spp.","4077_ANHU"
"2773","3/11/1992","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","found on the ground","Non-selasphorus spp.","218_ANHU"
"2774","3/10/2014","Died","Lindsey","No","ANHU","Male","adult-like",0,"Spring","unknown","Non-selasphorus spp.","4894_ANHU"
"2775","3/15/2015","Died","malibu","No","Selasphorus","Female-like ","adult-like",0,"Spring","found on the ground","Selasphorus spp.","6367_ALHU"
"2776","6/29/2010","Died","Lindsey","Yes","ANHU","Male","adult-like",4,"Summer","found on the ground","Non-selasphorus spp.","4006_ANHU"
"2777","6/14/1991","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Summer","found on the ground","Non-selasphorus spp.","123_ANHU"
"2778","2/4/2006","Released","Lindsey","No","ANHU","Female-like ","adult-like",0,"Winter","found on the ground","Non-selasphorus spp.","2999_ANHU"
"2779","5/11/2014","Released","Lindsey","Yes","Non-selasphorus","unknown","Nestling",0,"Spring","nest-related","Non-selasphorus spp.","4998_ANHU"
"2780","6/6/2015","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",1,"Summer","window hit","Non-selasphorus spp.","5361_ANHU"
"2781","5/21/1996","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","unknown","Non-selasphorus spp.","1054_ANHU"
"2782","5/23/2001","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","2047_ANHU"
"2783","1/30/2011","Died","Lindsey","No","ANHU","Male","adult-like",0,"Winter","found on the ground","Non-selasphorus spp.","4091_ANHU"
"2784","7/24/1991","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",1,"Summer","unknown","Non-selasphorus spp.","154_ANHU"
"2785","4/2/2003","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",1,"Spring","window hit","Non-selasphorus spp.","2434_ANHU"
"2786","6/17/1996","Died","Lindsey","No","ANHU","Female-like ","adult-like",1,"Summer","unknown","Non-selasphorus spp.","1082_ANHU"
"2787","2/14/1998","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Winter","window hit","Non-selasphorus spp.","1331_ANHU"
"2788","4/10/2000","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","window hit","Non-selasphorus spp.","1792_ANHU"
"2789","4/5/2001","Released","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","caught by domestic animal","Non-selasphorus spp.","2011_ANHU"
"2790","7/12/1994","Released","Lindsey","Yes","Selasphorus","unknown","Nestling",2,"Summer","nest-related","Selasphorus spp.","703_ALHU"
"2791","10/2/1998","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Fall","found on the ground","Non-selasphorus spp.","1507_ANHU"
"2792","2/2/2010","Died","Lindsey","No","ANHU","Male","adult-like",0,"Winter","found on the ground","Non-selasphorus spp.","3854_ANHU"
"2793","5/18/2013","Released","malibu","No","Selasphorus","Female-like ","adult-like",0,"Spring","unknown","Selasphorus spp.","5943_ALHU"
"2794","4/22/2016","Released","malibu","No","Selasphorus","unknown","Nestling",0,"Spring","nest-related","Selasphorus spp.","6718_ALHU"
"2795","2/12/2016","Released","malibu","Yes","Selasphorus","Female-like ","adult-like",0,"Winter","unknown","Selasphorus spp.","6624_ALHU"
"2796","2/25/2011","Died","Lindsey","No","ANHU","Male","adult-like",1,"Winter","found on the ground","Non-selasphorus spp.","4106_ANHU"
"2797","4/4/1992","Released","Lindsey","No","ANHU","Female-like ","adult-like",1,"Spring","found inside","Non-selasphorus spp.","239_ANHU"
"2798","7/24/2014","Released","malibu","Yes","ANHU","Female-like ","adult-like",0,"Summer","caught by domestic animal","Non-selasphorus spp.","6169_ANHU"
"2799","2/28/2012","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Winter","window hit","Non-selasphorus spp.","4368_ANHU"
"2800","3/17/2008","Released","Lindsey","Yes","Non-selasphorus","unknown","Nestling",0,"Spring","nest-related","Non-selasphorus spp.","3431_ANHU"
"2801","6/9/2014","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Summer","caught by domestic animal","Non-selasphorus spp.","5040_ANHU"
"2802","6/16/2015","Died","malibu","Yes","Non-selasphorus","unknown","Nestling",0,"Summer","found on the ground","Non-selasphorus spp.","6461_ANHU"
"2803","7/16/2007","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",1,"Summer","caught by domestic animal","Non-selasphorus spp.","3352_ANHU"
"2804","5/23/2009","Released","Lindsey","No","ANHU","Male","adult-like",1,"Spring","found on the ground","Non-selasphorus spp.","3739_ANHU"
"2805","6/9/2016","Released","Lindsey","No","ANHU","Female-like ","adult-like",0,"Summer","found on the ground","Non-selasphorus spp.","5633_ANHU"
"2806","6/1/1992","Released","Lindsey","Yes","ANHU","Female-like ","adult-like",1,"Summer","found on the ground","Non-selasphorus spp.","295_ANHU"
"2807","8/4/1998","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Summer","found on the ground","Non-selasphorus spp.","1488_ANHU"
"2808","6/2/1997","Released","Lindsey","No","ANHU","Female-like ","adult-like",0,"Summer","nest-related","Non-selasphorus spp.","1254_ANHU"
"2809","5/4/2011","Died","Lindsey","Yes","Non-selasphorus","unknown","Nestling",0,"Spring","found on the ground","Non-selasphorus spp.","4195_ANHU"
"2810","3/11/2015","Released","malibu","No","Selasphorus","unknown","Nestling",0,"Spring","unknown","Selasphorus spp.","6500_ALHU"
"2811","4/9/2000","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","nest-related","Non-selasphorus spp.","1787_ANHU"
"2812","6/7/1992","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",1,"Summer","unknown","Non-selasphorus spp.","308_ANHU"
"2813","5/25/2007","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","nest-related","Non-selasphorus spp.","3292_ANHU"
"2814","4/28/2003","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",1,"Spring","found on the ground","Non-selasphorus spp.","2463_ANHU"
"2815","5/24/2016","Released","Lindsey","Yes","Non-selasphorus","unknown","Nestling",0,"Spring","found on the ground","Non-selasphorus spp.","5615_ANHU"
"2816","7/19/2013","Died","Lindsey","No","ANHU","Female-like ","adult-like",1,"Summer","caught by domestic animal","Non-selasphorus spp.","4794_ANHU"
"2817","6/3/2016","Released","malibu","No","Selasphorus","Female-like ","adult-like",0,"Summer","unknown","Selasphorus spp.","6782_ALHU"
"2818","2/9/1992","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Winter","unknown","Non-selasphorus spp.","211_ANHU"
"2819","6/9/2010","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Summer","found on the ground","Non-selasphorus spp.","3982_ANHU"
"2820","8/18/1993","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Summer","caught by domestic animal","Non-selasphorus spp.","539_ANHU"
"2821","2/16/2000","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Winter","nest-related","Non-selasphorus spp.","1739_ANHU"
"2822","4/16/2013","Released","malibu","No","Selasphorus","unknown","Nestling",0,"Spring","unknown","Selasphorus spp.","5905_ALHU"
"2823","3/16/1997","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","1179_ANHU"
"2824","6/28/2002","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Summer","found on the ground","Non-selasphorus spp.","2294_ANHU"
"2825","6/12/2012","Died","Lindsey","No","ANHU","Male","adult-like",0,"Summer","found on the ground","Non-selasphorus spp.","4491_ANHU"
"2826","11/12/2013","Released","Lindsey","No","ANHU","Male","adult-like",0,"Fall","found inside","Non-selasphorus spp.","4826_ANHU"
"2827","5/4/1997","Released","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","caught by domestic animal","Non-selasphorus spp.","1224_ANHU"
"2828","6/4/2014","Died","malibu","No","ANHU","Female-like ","adult-like",0,"Summer","caught by domestic animal","Non-selasphorus spp.","6256_ANHU"
"2829","3/16/2009","Released","Lindsey","Yes","Non-selasphorus","unknown","Nestling",3,"Spring","nest-related","Non-selasphorus spp.","3649_ANHU"
"2830","3/19/2011","Died","Lindsey","Yes","Non-selasphorus","unknown","Nestling",0,"Spring","unknown","Non-selasphorus spp.","4130_ANHU"
"2831","5/5/2015","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","5308_ANHU"
"2832","8/3/2004","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",1,"Summer","found on the ground","Non-selasphorus spp.","2754_ANHU"
"2833","4/11/2015","Released","Lindsey","Yes","Non-selasphorus","unknown","Nestling",0,"Spring","nest-related","Non-selasphorus spp.","5261_ANHU"
"2834","3/13/2001","Released","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","caught by domestic animal","Non-selasphorus spp.","1985_ANHU"
"2835","8/23/2016","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",1,"Summer","suspect torpor-like state","Non-selasphorus spp.","5700_ANHU"
"2836","2/10/2005","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Winter","window hit","Non-selasphorus spp.","2796_ANHU"
"2837","6/4/2014","Released","malibu","No","Selasphorus","Female-like ","adult-like",0,"Summer","unknown","Selasphorus spp.","6257_ALHU"
"2838","3/6/2013","Released","Lindsey","No","ANHU","Male","adult-like",0,"Spring","nest-related","Non-selasphorus spp.","4628_ANHU"
"2839","4/8/2015","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","5255_ANHU"
"2840","7/19/2010","Died","Lindsey","Yes","ANHU","Male","adult-like",0,"Summer","found on the ground","Non-selasphorus spp.","4025_ANHU"
"2841","6/16/2014","Died","malibu","No","Selasphorus","Female-like ","adult-like",0,"Summer","unknown","Selasphorus spp.","6301_ALHU"
"2842","4/22/1993","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","unknown","Non-selasphorus spp.","446_ANHU"
"2843","11/7/2011","Died","Lindsey","No","ANHU","Female-like ","adult-like",1,"Fall","unknown","Non-selasphorus spp.","4322_ANHU"
"2844","1/16/2010","Died","Lindsey","No","ANHU","Female-like ","adult-like",16,"Winter","found on the ground","Non-selasphorus spp.","3848_ANHU"
"2845","4/6/2015","Died","Lindsey","No","Selasphorus","Female-like ","adult-like",0,"Spring","found on the ground","Selasphorus spp.","5252_RUHU"
"2846","7/13/2004","Died","Lindsey","No","ANHU","Female-like ","adult-like",1,"Summer","window hit","Non-selasphorus spp.","2747_ANHU"
"2847","7/6/2003","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Summer","window hit","Non-selasphorus spp.","2535_ANHU"
"2848","2/14/2001","Released","Lindsey","Yes","Non-selasphorus","unknown","Nestling",1,"Winter","found on the ground","Non-selasphorus spp.","1957_ANHU"
"2849","6/10/1991","Released","Lindsey","No","ANHU","Female-like ","adult-like",0,"Summer","unknown","Non-selasphorus spp.","125_ANHU"
"2850","12/8/2007","Released","Lindsey","Yes","ANHU","Female-like ","adult-like",1,"Winter","found on the ground","Non-selasphorus spp.","3389_ANHU"
"2851","5/13/2011","Released","Lindsey","Yes","Non-selasphorus","unknown","Nestling",0,"Spring","found on the ground","Non-selasphorus spp.","4206_ANHU"
"2852","6/17/2015","Died","malibu","No","Selasphorus","Female-like ","adult-like",1,"Summer","found on the ground","Selasphorus spp.","6471_ALHU"
"2853","8/7/2001","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Summer","found on the ground","Non-selasphorus spp.","2108_ANHU"
"2854","12/2/2011","Died","Lindsey","No","ANHU","Male","adult-like",0,"Winter","caught by domestic animal","Non-selasphorus spp.","4329_ANHU"
"2855","1/22/2016","Died","Lindsey","No","ANHU","Male","adult-like",0,"Winter","found on the ground","Non-selasphorus spp.","5474_ANHU"
"2856","7/1/2015","Released","malibu","No","Selasphorus","Female-like ","adult-like",0,"Summer","unknown","Selasphorus spp.","6589_ALHU"
"2857","2/13/2008","Died","Lindsey","Yes","ANHU","Male","adult-like",0,"Winter","found on the ground","Non-selasphorus spp.","3418_ANHU"
"2858","6/4/1992","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Summer","found on the ground","Non-selasphorus spp.","302_ANHU"
"2859","6/29/2009","Died","Lindsey","Yes","ANHU","Male","adult-like",1,"Summer","unknown","Non-selasphorus spp.","3771_ANHU"
"2860","11/18/1994","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Fall","window hit","Non-selasphorus spp.","734_ANHU"
"2861","5/5/2013","Died","malibu","No","Selasphorus","Female-like ","adult-like",0,"Spring","unknown","Selasphorus spp.","5800_ALHU"
"2862","5/25/2016","Released","malibu","Yes","Selasphorus","Female-like ","adult-like",0,"Spring","found on the ground","Selasphorus spp.","6737_ALHU"
"2863","6/5/1997","Released","Lindsey","No","Selasphorus","Female-like ","adult-like",0,"Summer","found on the ground","Selasphorus spp.","1255_ALHU"
"2864","6/9/1994","Released","Lindsey","No","ANHU","Female-like ","adult-like",0,"Summer","found on the ground","Non-selasphorus spp.","667_ANHU"
"2865","3/2/1994","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","579_ANHU"
"2866","3/24/2002","Released","Lindsey","Yes","ANHU","Female-like ","adult-like",1,"Spring","nest-related","Non-selasphorus spp.","2185_ANHU"
"2867","3/18/1993","Released","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","window hit","Non-selasphorus spp.","401_ANHU"
"2868","5/4/1991","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","unknown","Non-selasphorus spp.","88_ANHU"
"2869","3/6/2002","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","found on the ground","Non-selasphorus spp.","2172_ANHU"
"2870","3/17/2015","Released","malibu","No","Selasphorus","Female-like ","adult-like",1,"Spring","unknown","Selasphorus spp.","6518_ALHU"
"2871","4/4/2003","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",1,"Spring","found on the ground","Non-selasphorus spp.","2436_ANHU"
"2872","4/30/2012","Died","Lindsey","No","ANHU","Female-like ","adult-like",1,"Spring","unknown","Non-selasphorus spp.","4449_ANHU"
"2873","7/4/2009","Released","Lindsey","Yes","Non-selasphorus","unknown","Nestling",0,"Summer","found on the ground","Non-selasphorus spp.","3777_ANHU"
"2874","7/4/1996","Released","Lindsey","Yes","ANHU","Female-like ","adult-like",1,"Summer","found on the ground","Non-selasphorus spp.","1092_ANHU"
"2875","8/4/1992","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Summer","found on the ground","Non-selasphorus spp.","354_ANHU"
"2876","5/18/2013","Released","malibu","No","Selasphorus","Female-like ","adult-like",0,"Spring","unknown","Selasphorus spp.","5944_ALHU"
"2877","3/8/1995","Released","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Spring","nest-related","Non-selasphorus spp.","766_ANHU"
"2878","2/19/2012","Released","Lindsey","No","ANHU","Female-like ","adult-like",0,"Winter","caught by domestic animal","Non-selasphorus spp.","4363_ANHU"
"2879","5/15/2010","Released","Lindsey","Yes","Non-selasphorus","unknown","Nestling",1,"Spring","found on the ground","Non-selasphorus spp.","3954_ANHU"
"2880","5/7/1996","Died","Lindsey","No","Selasphorus","Female-like ","adult-like",0,"Spring","found on the ground","Selasphorus spp.","1046_ALHU"
"2881","2/27/2015","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Winter","unknown","Non-selasphorus spp.","5196_ANHU"
"2882","6/1/1993","Released","Lindsey","No","Selasphorus","unknown","Nestling",0,"Summer","found on the ground","Selasphorus spp.","482_ALHU"
"2883","11/4/2006","Released","Lindsey","No","ANHU","Female-like ","adult-like",0,"Fall","found on the ground","Non-selasphorus spp.","3165_ANHU"
"2884","7/28/2010","Died","Lindsey","No","ANHU","Male","adult-like",0,"Summer","found on the ground","Non-selasphorus spp.","4038_ANHU"
"2885","6/8/2015","Died","malibu","Yes","Selasphorus","unknown","Nestling",0,"Summer","nest-related","Selasphorus spp.","6452_ALHU"
"2886","7/16/2013","Died","Lindsey","Yes","ANHU","Male","adult-like",1,"Summer","unknown","Non-selasphorus spp.","4792_ANHU"
"2887","11/21/2015","Died","Lindsey","No","ANHU","Male","adult-like",0,"Fall","found on the ground","Non-selasphorus spp.","5451_ANHU"
"2888","5/16/1999","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",1,"Spring","nest-related","Non-selasphorus spp.","1632_ANHU"
"2889","11/25/2013","Died","Lindsey","No","ANHU","Female-like ","adult-like",1,"Fall","window hit","Non-selasphorus spp.","4833_ANHU"
"2890","6/14/2013","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Summer","nest-related","Non-selasphorus spp.","4759_ANHU"
"2891","2/21/1997","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",1,"Winter","found on the ground","Non-selasphorus spp.","1161_ANHU"
"2892","6/15/2014","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Summer","nest-related","Non-selasphorus spp.","5052_BCHU"
"2893","6/30/1994","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Summer","found on the ground","Non-selasphorus spp.","689_ANHU"
"2894","3/31/2000","Died","Lindsey","Yes","Non-selasphorus","unknown","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","1776_COHU"
"2895","5/31/2007","Released","Lindsey","Yes","Non-selasphorus","unknown","Nestling",0,"Spring","found on the ground","Non-selasphorus spp.","3303_ANHU"
"2896","3/19/2011","Released","Lindsey","No","Selasphorus","unknown","Nestling",0,"Spring","found on the ground","Selasphorus spp.","4133_ALHU"
"2897","4/19/1994","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","622_ANHU"
"2898","10/30/2007","Released","Lindsey","No","ANHU","Female-like ","adult-like",1,"Fall","found inside","Non-selasphorus spp.","3381_ANHU"
"2899","6/17/1999","Died","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Summer","nest-related","Non-selasphorus spp.","1659_ANHU"
"2900","2/20/2011","Died","Lindsey","Yes","Non-selasphorus","unknown","Nestling",0,"Winter","nest-related","Non-selasphorus spp.","4104_ANHU"
"2901","2/18/2002","Released","Lindsey","No","ANHU","Female-like ","adult-like",1,"Winter","found on the ground","Non-selasphorus spp.","2158_ANHU"
"2902","12/6/2006","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Winter","found on the ground","Non-selasphorus spp.","3177_ANHU"
"2903","10/14/2012","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Fall","found on the ground","Non-selasphorus spp.","4574_ANHU"
"2904","5/13/2013","Released","malibu","No","ANHU","Female-like ","adult-like",0,"Spring","unknown","Non-selasphorus spp.","5940_ANHU"
"2905","6/9/2013","Died","malibu","No","Selasphorus","Female-like ","adult-like",0,"Summer","unknown","Selasphorus spp.","5842_ALHU"
"2906","12/26/2009","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Winter","found on the ground","Non-selasphorus spp.","3839_ANHU"
"2907","2/27/2010","Released","Lindsey","Yes","Non-selasphorus","unknown","Nestling",1,"Winter","nest-related","Non-selasphorus spp.","3873_ANHU"
"2908","3/15/1995","Died","Lindsey","Yes","Non-selasphorus","unknown","Nestling",1,"Spring","nest-related","Non-selasphorus spp.","776_ANHU"
"2909","7/12/2014","Died","malibu","Yes","BCHU","Female-like ","adult-like",2,"Summer","found on the ground","Non-selasphorus spp.","6163_BCHU"
"2910","4/10/2014","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","found on the ground","Non-selasphorus spp.","4949_ANHU"
"2911","4/7/2006","Released","Lindsey","Yes","ANHU","Female-like ","adult-like",1,"Spring","found on the ground","Non-selasphorus spp.","3051_ANHU"
"2912","5/1/1996","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","1041_ANHU"
"2913","5/27/2014","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","nest-related","Non-selasphorus spp.","5014_ANHU"
"2914","1/24/2001","Released","Lindsey","No","ANHU","Female-like ","adult-like",0,"Winter","caught by domestic animal","Non-selasphorus spp.","1945_ANHU"
"2915","1/17/1996","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Winter","window hit","Non-selasphorus spp.","943_ANHU"
